Commentaire,Sentiment
"""franchement, j'ai de plus en plus de mal ? m'apitoyer sur le sort des ""clients"" de la t?l?-r?alit?... il s'av?re qu'il existe une flop?e de cr?tins ignares qui aiment ces choses. que des petits malins se gavent sur leurs dos, h? bien la belle affaire! ils auraient tords de se priver. on ne peut pas sauver tous les cons de france. et des cons, vu le niveau de l'?ducation, il y en aura de plus en plus, radis irradi? ou pas. alors que des castaldi, des madame irma et des vendeurs de pierres quantiques en profitent, j'ai tendance ? penser que finalement, c'est peut-?tre eux qui ont bien raison.",Neutral
"ceci dit et nonobstant, cette video fut fort int?ressante ! comme d'habitude. ?""",Neutral
"""tu es trop fort""",Neutral
"""on est pas oblig? d'avoir un casque vr pour aller dans la m?ta, un pc suffit.",Neutral
super vid?o en tout cas ! les d?tails du montage font toujours autant rire ?,Positive
"big up le radis""",Neutral
"""un animateur qui avait une belle audience sur tf1 ce retrouve dans des arnaques ,ca dois etre c est amis de tpmp qui l on initier celui la non?peace""",Neutral
"""jamais entendu parler de ?a""",Neutral
"""tien sa ressemble a cofeezilla les moments ou on te vois""",Neutral
"""c'est vraiment g?n?reux de ta part d'?clairer la client?le stupide de la t?l? r?alit?. mais tu sais c'est pas grave si ces cr?tins se font d?pouiller?""",Neutral
"""c'est marrant, sur ce genre de sujet quand ?a pue la merde il y a magali berdah dans la piece.""",Neutral
"""encore une superbe vid?o h?te de voir la suite l'radis !""",Neutral
"""tu t?inspires de l?esth?tique de cofeezilla?""",Neutral
"""les marseillais en prison.",Neutral
"l? je regarde ! ?""",Neutral
"""la bonne blague que les d?biles profond pouvait y croire""",Neutral
"""si les gens de tpmp se font scam, ?a les obligera peut-?tre ? r?fl?chir une fois - et ? r?fl?chir ? ce qu'on leurs raconte dans cette ?mission ...""",Neutral
"""ce rire de dujardin est tellement communicatif ??""",Neutral
"""pourquoi les candidats seraient plus mauvais que castaldi ? alors venant de toi je suis choquer""",Neutral
"""holskern fait du dropshipping pour information...""",Neutral
"""quand ils pr?sentent le machin secret m?ta ?a a l'air d'?tre carr?ment de la merde en barre ?? faut ?tre attard? pour aimer la t?l? ""r?alit?""""",Negative
"""copy paste de coffezilla, meme look, meme sujet (cryptozoo). mais bon contenu nonobstant""",Neutral
"""bravo !!""",Neutral
"""la petite r?f au drama de squeezie mdrr""",Neutral
"""en m?me temps castaldi fait surtt des pub pour des r?gimes bidons genre ""comme j'aime"" rien que l? ya red flag ?",Neutral
"de tte fa?on tt ce qui passe par tpmp c'est de la mierda bien coulante, donc bon...",Neutral
"en tt cas ?a sent pas bon pour c8, magali verda etc ?",Neutral
merci comme tjrs pour ton travail ?,Neutral
"force et courage l'ami radis ??""",Neutral
"""tr?s bonne vid?o""",Neutral
"""c'est quand m?me incroyable pas possible je comprend pas comment on peux laisser.... ce genre d'arnaque ect libre service je.... compwen pas!!""",Neutral
"""bonjour, bonsoir bon.. .. et bien c'est tout quoi. ??????????????b?tise humaine bravo ??... pour ma part je trouve que c'est une honte... apres chacun sont opinion biensur""",Neutral
"""salut radis, super la vid?o. il y a beaucoup a dire sur les nft.",Positive
"petit d?tail quand tu parles du num?ro de commande, j'ai particip? a un projet nft sur un jeux vid?o mobile. et comme ici, il y avait beaucoup d'nft achet?s sur le market, pour un projet peu connu, ?trange...",Neutral
"en fait, on en a conclu que c'?tait les devs qui ont achet? en masse pour 1) rassurer les producteur/annonceurs et joueurs",Neutral
2) faire vivre le market ( transaction fantome de 0?),Neutral
je ne pense pas que c'?tait de fausses commandes car consultable sur le market nft.,Neutral
"allez bisous""",Neutral
"""ooh le feat avec @vousavezledroit , les avengers peuvent aller raccrocher leur collant !!""",Neutral
"""le plus gros flop de l histoire""",Neutral
"""""""la"" metaverse"".... ca en dit deja tr?s long sur le degr? de comprehension du personnage... ptdr""",Negative
"""11:29 ?? cest une vid?o s?rieuse mais ces touches d'humour me mettent en pls""",Neutral
"""excellent travail""",Positive
"""incroyable la vid?o !""",Neutral
"""merci radis ! pour ton travail de recherche, et de la v?rit?. faut vir? toutes ces t?l?s poubelles et arnaqueurs et compagnies...",Neutral
"force ? toi radis <3""",Positive
"""bravo et oui je pense pas que binjamin parle d'un projet gratuitement""",Neutral
"""trop h?te du skin fortnite radis irradi?""",Neutral
"""j'comprends m?me pas comment ces gens ne sont pas en prison....",Neutral
"il y a forc?ment de la magouille dans les grandes instances pour le prot?ger , j'vois pas autrement""",Neutral
"""je ne sais pas ce qui me fume le plus, la qualit? de ton travail ou de me rendre compte malgr? d'?videntes suspicions d'arnaque (mais je n'en suis pas s?r) il ne se passe rien.""",Neutral
"""tant qu'il y aura des gogos qui gobent tout et n'importe quoi, les escrocs auront longtemps des beaux jours ??""",Neutral
"""en m?me temps, faut vraiment ?tre n? pigeon pour croire ? une ?nerie pareille ?",Neutral
the secret meta ?,Negative
"tpmp, cette r?f?rence ?",Neutral
benjamin casse toi d'ici ?,Neutral
"99 euros, rien que ?a ?",Neutral
"allez c'est bonnard, la miss berdah aura une place dans le gouvernement macron ?""",Neutral
"""a quand une collab avec coffezilla ?""",Neutral
"""oh les moutons qui disent que ?a va ?tre 1  truc de fou, alors que non s est completement con, car ceux qui font des avatar et que s est pas eu du tout, s est juste internet et les casos des plan de rencontre o? tout est faux ou tellement filtr? ai point a ?tre  transparent ? castaldi va jamais tourner la page avec ce genre d emission ??? ah ah ah mais carr?ment, ceux qui vont payer ?a sont tous des mickey, des personalit? du moment, des personalit? compl?tement oubli? ou des youtubeur en qu?te de gloire, j espere qu il vont faire comme la derniere emission tv reality ou ?pres m?me pas deux jours ils ont arr?ter la diffusion""",Neutral
"""o? est le lien de la chaine du gentil monsieur qui t'a donn?e des info en droit t-t""",Neutral
"""incroyable""",Neutral
"""14:59 je suis ici dans la vid?o, si ?a se trouve c?est juste un moyen de blanchir de l?argent ?""",Neutral
"""c'est bcp trop tard, ?a date""",Neutral
"""5:56 le chapeau de m?gumin sur la cam?ra x)""",Neutral
"""jdg myntos bagz mv ? le radis suivrais donc la team du lundi c?est un bon ??""",Neutral
"""vu que le site est encore actif, est-ce que l'on peut encore acheter un nft et se joindre ? ta plainte ? ?""",Neutral
"""castaldi a beaucoup de pension alimentaire a pay? sa ne m'?tonne pas qui fasse des arnaques comme dans comme j'aime et tout""",Neutral
"""c?est encore lui""",Neutral
"""le nombre de pigeons est incroyable ! en m?me temps les spectateurs de tpmp et des influbranleurs sont rarement les couteaux les plus aiguis?s du tiroir !""",Neutral
"""?????""",Neutral
"""quel travail de dingue, comme d?habitude concr?tement""",Neutral
"""4:10 hahaha la mauvaise illustration squeezie on te voit""",Positive
"""g?nial le feat avec vous avez le droit""",Neutral
"""pourquoi j ai pas eut la notif? merci youtube de shadow ban le radis trop deg. heureusement que je suis venu checker ta cha?ne. comme j aime ?tait d?j? une arnaque.""",Neutral
"""je crois qu'au plus profond de mon ?me, de mon ?tre...ce qui me fend le c?ur par dessus tout....me d?sesp?re ...m'annihile c'est lorsque je me rends compte que la vid?o est termin?e :(",Negative
"mais du coup, gr?ce a milla, j'ai appris qu'on pouvais vraiment faire ?crire n'importe quoi a chat gpt....!""",Neutral
"""vas y radis mets les sur la paille ces bouffons""",Neutral
"""ethan teboule le gros moche qui ?cume les soir?es ? marseille . mdr t?te qu?il a""",Neutral
"""the secret chez pas quoi = piege a pigeons qui aiment bien suivre des personnes qui fonctionnent au buzz ,  scandales, pour qui la chirurgie esth?tique est souvent une ?tape normal, qui adore s'embrouiller ,se tromper et j'en passe . deja je trouve qu'il y a beaucoup trop d'?missions similaires alors la cr?ation d'un truc de ce genre la , c'est la preuve qu'ils veulent faire fondre des cerveaux en plus d'arnaquer de potentiels pigeons...""",Negative
"""autant je trouve que ton travail est n?cessaire pour ne pas laisser ces escrocs se tirer impun?ment ? duba? avec l?argent comme si de rien n??tait, autant je n?arrive pas ? ressentir la moindre once de compassion pour celles et ceux qui dont tomb?(e)s dans le panneau? des gens dont la culture s?arr?te ? frenchie shore et qui sont capables de balancer leur salaire en dons tiktok pour des influenceurs toxiques, bah j?arrive pas ? m??mouvoir de leur malheur? faut pas oublier que ce sont eux qui permettent ? ces influenceurs v?reux d?exister, ce sont eux qui nourrissent ce syst?me immonde, en grossissant les audiences d??missions d?biles et en donnant de la visibilit? ? des d?biles doubl?s de voleurs?""",Neutral
"""superbe vid?o ! merci beaucoup !""",Neutral
"""excellente video merci !""",Neutral
"""le probl?me c'est que tu vas vite ?tre confront? au plafond de cristal, comment dire... disons qu'une certaine communaut? pratique des anarques depuis des ann?es sans jamais ?tre inqui?t?s. une communaut? qui semblerais ?tre intouchable en france,  au risque d'?tre accus? ""d'antis(...)ime""",Neutral
"bon'chance ??""",Neutral
"""ils auraient pu le faire sur vrchat, cela aurait ?viter de rendre ?a si moooche !""",Neutral
"""merci ?""",Neutral
"""mais d?j? a quel moment quelqu'un trouve logique de payer pour participer ? une t?l? r?alit? avec ""une grosse production"", alors que de base c'est les participants qui sont payer ?""",Negative
"""comment ces gens peuvent penser qu'on a plus envie de les voir dans le metaverse alors qu'on ne les regarde d?j? plus ? la t?l? depuis longtemps quand tu vois que les marseillais font 400000 t?l?spectateurs. et franchement les gens qui se font pigeonner je n'ai aucune peine pour eux ils sont pr?ts ? donner 99 ? pour quelque chose qui n'existe pas dans le monde r?el c'est des p****** de pigeon qui ne m?rite rien d'autre qu'?tre pigeonner""",Neutral
"""les marseillais en prison a moscou""",Neutral
"""trop bien le cam?o de vous avez le droit !! et tr?s bonne vid?o au passage, on sent un petit tournant au niveau du montage, qui perso me fait tr?s plaisir""",Neutral
"""lorsque je regarde les extraits des d?biles de la t?l?r?alit?... des barres de rire. qui sont les gens qui regardent & suivent ces abrutis ? plus rien ne m'?tonne lorsque l'on va la quantit? de nazes qui regardent tpmp... quel pays de cons, ce n'est pas ?tonnant que l'on chute dans tous les classements. ce pays est le parfait exemple du pitch du film idiocracy.""",Neutral
"""va sur tpmp les d?fonc?s.""",Neutral
"""merci pour le travail !""",Neutral
"""apr?s se faire arnaqu? par des blaireaux pareil, tu n'as que ce que tu m?rite...""",Neutral
"""4:12 la ptite ref a la pol?mique avec squeezie incroyable""",Neutral
"""comment faire avec du vide une vid?o de 28 min?""",Neutral
"""le fait qu?il y a des gens qui tombent la dedans ?a me rend fous""",Neutral
"""sale type.""",Neutral
"""weeeee omg j'attendais de fou t'es vid?os ! je regardais toute mes semaines au cas ou les notifs marchait pas""",Neutral
"""je veut un affrontement radis irradi? vs berda""",Neutral
"""incroyable enqu?te et incroyable vid?o !",Neutral
pourquoi ne pas demander l?aide de booba quand tu as besoin que l?on t?entende encore plus et qu?ils soient oblig?s de r?pondre ? tes twitts ?,Neutral
"pour s?r qu?il serait friand de t?aider ?""",Neutral
"""ce mec est un prostitu? de l'audio-visuel en fait""",Neutral
"""11:44 bon chance ?""",Neutral
"""le coffeezilla francais?""",Neutral
"""putain la clique de mongol qui promote sont tellement des cons j'ai failli quitter""",Neutral
"""tout ca alors que fishtank c'est 60? la saison + les archives des saisons d'avant, la honte""",Neutral
"""9:48 , non le bitcoin ne sert pas a avoir une bonne tracabilit?... justement ?""",Neutral
"""une nouvelle masterclass, pourquoi ce mec n'a toujours pas les 500k""",Neutral
"""coffeezilla at home.""",Neutral
"""s?bastien mais oui!""",Neutral
"""vid?o de qualit?""",Neutral
"""je n'ai pas compris le ""oups"" ? 4:12 , quel est le but au juste ? merci pour ta r?ponse radis :)""",Positive
"""quel travail de recherche et de d?nonce incroyable ? j'adore""",Neutral
"""merci gg.""",Neutral
"""com de soutien et ? un moment tu te dis, le monde est un r?servoir sans fond de gogos ?. qui regarde, qui ach?te ? y?a des cha?nes comme la tienne qui montrent que ?a existe ?.""",Neutral
"""un delire cette histoire????""",Neutral
"""merci radis ! fou moi tout ce beau monde ? la poubelle ainsi que cette ?mission plus que discutable !""",Neutral
"""the secret meta c'est tellement une id?e de merde, et comment il l'explique m'?nerve tellement, jsuis particuli?rement touch?e par la vr et les technologies type vrchat que jpeux comprendre que m?diatiser ?a un peu plus peut ?tre une bonne id?e, mais sous ce format c'est tellement stupide... la vr et vrchat aide r?ellement des centaines de personnes a faire face a leur solitude quotidienne, jtrouve que leur id?e de secret story en vr est vraiment d?sastreuse.""",Negative
"""le placement pub , est juste merveilleux ! ?""",Neutral
"""bravo ? toi pour ton enqu?te ! tu es la voix du peuple :d concernant milla, perso je la crois pas, elle met tout sur le dos de magali ? croire qu'elle a pas allum? son cerveau une seule fois sur tout les placements qu'elle a fait, elle veut redor? son image mais ?a marche pas vraiment !""",Neutral
"""quel boulot encore une fois, excellente vid?o ?""",Neutral
"""salut @leradisirradie",Neutral
concernant les num?ros de commande:,Neutral
"si le site est un wordpress / woocommerce alors dans ce cas, le num?ro de commande n'?quivaut pas au nombre total de commandes.",Neutral
sur woocommerce (le plug in e-commerce de wordpress) chaque ?v?nement de modification sur un produit ou sur le site va incr?menter un +1 au num?ro de commande.,Neutral
par exemple:,Neutral
1/ un client passe la commande n?2100,Neutral
2/ je modifie les images d'un produit ou de ma page 9 fois,Neutral
3/ alors le prochain client aura pour num?ro de commande n?2110,Neutral
"bref si je fais n'importe quelle modification sur mon site en tant qu'admin, alors chaque ?v?nement de modification incr?mentera +1 au num?ro de commande car la commande est g?r?e par wordpress comme un ?v?nement de modification parmi les autres.",Neutral
"donc en gros, ils auraient fait expr?s de faire plein de modifications bidon sur le site pour gonfler le num?ro de commande",Neutral
